date;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif
2021-08-30;Complet de 6 mois ou plus - sans rappel;9347.29;678.64;412.08;141.98;15.96;12.95;1.58;1.22;9.78;9.39;1517135.76
2021-08-31;Complet entre 3 mois et 6 mois - sans rappel;29904.7;2963.8;1115.75;468.86;69.98;53.03;12.47;9.99;14.47;10.96;10390965.6
2021-09-01;Primo dose récente;8084.88;520.61;388.79;184.81;18.97;13.51;2.94;1.39;0.06;0.05;1668948.37
2021-09-01;Complet de moins de 3 mois - sans rappel;54986.26;7299.2;2638.96;1102.34;69.3;52.15;19.04;15.09;15.7;13.42;29071497.09
2021-09-01;Complet entre 3 mois et 6 mois - sans rappel;26432.94;2644.84;978.3;402.59;57.88;44.05;12.35;9.21;15.06;13.06;10623377.86
2021-09-01;Complet de 6 mois ou plus - sans rappel;6837.9;494.46;245.96;90.86;13.44;12.71;1.29;0.35;2.54;2.09;1632880.55
2021-09-02;Primo dose récente;9609.53;485.74;398.75;183.54;19.62;11.37;2.44;1.62;0.01;0.0;1609331.46
2021-09-02;Complet entre 3 mois et 6 mois - sans rappel;23443.98;2633.17;958.44;380.27;59.02;45.81;24.13;17.69;12.27;7.76;10832228.34
2021-09-02;Complet de 6 mois ou plus - sans rappel;6355.15;519.11;303.47;108.61;12.36;9.49;4.27;1.67;9.16;6.57;1696581.68
2021-09-03;Complet de moins de 3 mois - sans rappel;61910.5;6743.26999999999;2351.52;978.36;63.71;47.71;14.31;9.56;8.1;5.81;29235488.42
2021-09-04;Primo dose récente;6361.78;231.15;188.0;77.29;10.76;6.88;4.76;2.56;0.44;0.24;1468887.88
2021-09-04;Complet de moins de 3 mois - sans rappel;43925.4;3512.58;1397.68;565.62;57.51;41.8;14.95;8.8;7.52;4.99;29295598.71
2021-09-04;Complet entre 3 mois et 6 mois - sans rappel;21823.1;1450.86;537.72;210.36;50.19;37.07;13.33;9.9;13.99;11.92;11357942.34
2021-09-04;Complet de 6 mois ou plus - sans rappel;4075.91;323.03;125.31;47.07;18.28;14.25;3.91;3.36;3.31;2.41;1831026.85
2021-09-05;Complet de moins de 3 mois - sans rappel;12554.1;1107.2;403.78;138.52;42.09;30.9;18.12;13.36;9.09;7.08;29342137.69
2021-09-06;Non-vaccinés;80995.14;9427.99;8248.02;3550.48;283.64;198.04;90.14;72.61;36.85;20.26;18327263.37
2021-09-06;Primo dose récente;9261.78;519.36;382.95;171.68;10.33;7.87;4.72;4.54;0.04;0.04;1444539.3
2021-09-06;Complet de moins de 3 mois - sans rappel;71636.01;8495.97;3072.04;1411.31;56.85;46.58;19.13;17.5;5.9;5.66;29369782.91
2021-09-06;Complet entre 3 mois et 6 mois - sans rappel;41203.37;3389.55;1394.23;568.44;61.08;44.77;15.17;6.63;6.6;3.45;11605774.81
2021-09-06;Complet de 6 mois ou plus - sans rappel;9758.76;722.65;389.73;128.85;28.43;21.45;2.32;2.18;5.36;5.13;1860208.9
2021-09-06;Complet - avec rappel de moins de 3 mois;36.16;1.12;0.55;0.03;0.1;0.0;0.0;0.0;0.0;0.0;104.75
2021-09-07;Complet de 6 mois ou plus - sans rappel;8926.31;612.36;330.23;84.34;23.28;19.6;2.67;2.51;6.0;5.07;1906312.85
2021-09-07;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.62
2021-09-08;Non-vaccinés;60770.91;7546.73;5118.66;2118.2;266.09;190.16;83.91;64.83;37.19;26.47;18176352.49
2021-09-08;Primo dose récente;6211.51;433.43;235.77;105.39;8.21;7.1;1.38;0.17;0.24;0.0;1302918.6
2021-09-08;Complet de moins de 3 mois - sans rappel;54475.44;7320.84;1924.28;809.69;52.98;39.74;14.83;11.49;5.31;4.24;29436326.91
2021-09-08;Complet - avec rappel de moins de 3 mois;73.71;2.03;2.36;1.07;0.25;0.11;0.0;0.0;0.01;0.0;18572.04
2021-09-09;Primo dose récente;7063.8;425.87;217.78;103.83;11.68;10.45;1.38;1.3;0.04;0.04;1244770.64
2021-09-09;Complet entre 3 mois et 6 mois - sans rappel;24826.74;2897.24;822.7;329.55;55.15;44.03;23.54;18.4;15.24;12.83;12372393.28
2021-09-09;Complet de 6 mois ou plus - sans rappel;6812.78;567.92;245.94;60.41;13.15;9.46;4.43;4.34;5.82;4.57;1992461.15
2021-09-10;Complet de 6 mois ou plus - sans rappel;7012.36;511.31;202.53;70.99;16.39;12.86;1.17;0.72;4.12;3.23;2034186.77
2021-09-10;Complet - avec rappel de moins de 3 mois;241.02;12.0;3.33;0.07;0.07;0.05;0.0;0.0;0.2;0.0;71791.76
2021-09-11;Primo dose récente;4796.93;177.63;116.85;47.44;4.55;3.57;1.53;0.41;2.01;0.01;1135496.23
2021-09-11;Complet de moins de 3 mois - sans rappel;41618.68;3237.74;940.58;325.0;37.56;28.7;6.11;5.77;4.21;3.89;29259548.27
2021-09-11;Complet de 6 mois ou plus - sans rappel;4373.31;295.78;87.56;30.62;12.38;8.23;2.8;1.29;2.6;2.4;2064829.36
2021-09-12;Primo dose récente;1053.79;64.37;28.55;11.32;7.85;3.88;1.77;0.66;0.01;0.0;1111676.69
2021-09-12;Primo dose efficace;3025.53;190.54;74.86;22.34;11.9;9.26;1.12;0.11;3.29;2.43;3860188.83
2021-09-12;Complet de moins de 3 mois - sans rappel;12021.98;1058.29;289.76;99.96;32.58;23.8;5.68;3.84;5.73;4.14;29249734.38
2021-09-13;Non-vaccinés;81823.22;10871.5;5641.59;2367.0;226.07;166.87;66.74;55.43;41.26;30.88;17846744.57
2021-09-13;Primo dose récente;7247.94;433.88;227.05;93.92;9.66;6.13;1.12;1.09;0.29;0.0;1098421.79
2021-09-13;Complet de 6 mois ou plus - sans rappel;10224.93;672.28;296.4;90.12;5.25;4.04;1.48;0.29;4.9;4.5;2073666.62
2021-09-13;Complet - avec rappel de moins de 3 mois;574.11;19.7;5.22;1.2;0.8;0.0;0.0;0.0;0.0;0.0;123321.79
2021-09-13;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.62
2021-09-14;Complet de 6 mois ou plus - sans rappel;8207.12;609.33;226.91;65.5;22.06;18.1;2.72;2.13;5.24;4.11;2077740.3
2021-09-15;Primo dose récente;5358.55;364.68;130.91;61.38;9.32;6.77;0.3;0.02;0.17;0.0;1004558.85
2021-09-15;Primo dose efficace;13293.63;1150.85;248.66;85.9;16.49;12.02;2.92;2.15;4.61;4.16;3685637.22
2021-09-16;Non-vaccinés;66781.44;8476.81;3510.61;1365.35;170.61;113.99;53.48;40.79;32.47;24.89;17639072.79
2021-09-16;Primo dose récente;5787.34;347.6;135.23;60.96;8.45;6.73;0.41;0.06;0.0;0.0;951004.430000001
2021-09-16;Primo dose efficace;13693.52;1132.19;274.94;109.93;17.51;14.88;5.85;5.64;2.23;1.43;3597834.2
2021-09-16;Complet entre 3 mois et 6 mois - sans rappel;25815.18;3142.12;708.06;289.98;41.31;28.97;11.99;7.13;11.12;8.66;14327437.93
2021-09-16;Complet de 6 mois ou plus - sans rappel;6383.22;558.68;206.87;62.67;14.68;11.21;1.26;0.38;6.07;4.43;2098599.02
2021-09-17;Non-vaccinés;82502.57;8141.03;3597.36;1310.91;157.14;107.6;54.25;36.48;28.39;19.98;17577396.87
2021-09-17;Complet de moins de 3 mois - sans rappel;55317.94;6838.59;1218.63;455.15;33.99;21.7;5.73;4.97;3.56;2.0;28387619.12
2021-09-17;Complet - avec rappel de moins de 3 mois;847.12;34.93;4.02;0.2;0.02;0.0;0.0;0.0;1.25;0.25;261968.17
2021-09-18;Non-vaccinés;43124.15;3998.24;1946.73;658.71;144.65;105.31;46.75;38.39;38.35;30.45;17504577.68
2021-09-18;Primo dose efficace;10071.08;513.51;140.24;38.69;11.31;9.22;2.74;2.58;6.45;6.02;3428723.47
2021-09-18;Complet entre 3 mois et 6 mois - sans rappel;27458.65;1549.91;442.17;166.74;39.23;32.34;6.95;5.51;10.78;7.53;15114573.6
2021-09-18;Complet - avec rappel de moins de 3 mois;659.66;21.95;1.61;0.13;0.03;0.0;0.01;0.0;0.0;0.0;302250.89
2021-09-19;Primo dose récente;847.64;46.33;12.81;4.77;4.87;4.14;1.36;1.25;0.0;0.0;828702.98
2021-09-19;Primo dose efficace;2499.93;181.63;40.41;11.37;12.96;10.29;4.01;2.64;4.72;4.35;3336814.12
2021-09-19;Complet entre 3 mois et 6 mois - sans rappel;7941.04;646.88;127.04;42.63;39.11;29.47;12.47;10.35;9.83;8.58;15393323.54
2021-09-19;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.61
2021-09-20;Non-vaccinés;74631.24;10319.07;4039.07;1646.64;169.49;131.66;41.07;32.79;37.18;24.2;17451728.63
2021-09-21;Non-vaccinés;61423.1;9119.73;2966.24;1166.63;162.63;121.68;42.78;31.77;29.52;20.8;17409333.16
2021-09-22;Non-vaccinés;52414.35;7668.7;2729.02;1064.73;142.9;98.98;47.88;36.63;30.31;22.07;17365459.07
2021-09-22;Complet entre 3 mois et 6 mois - sans rappel;33565.83;3630.41;719.01;307.52;42.02;31.64;10.54;7.42;8.37;6.17;16321166.82
2021-09-22;Complet de 6 mois ou plus - sans rappel;5948.63;532.09;143.08;44.13;8.72;6.99;0.59;0.52;3.58;1.85;2117811.99
2021-09-22;Complet - avec rappel de moins de 3 mois;1091.15;53.81;3.94;0.03;1.23;1.0;0.15;0.15;0.0;0.0;424361.79
2021-09-23;Non-vaccinés;59580.49;7752.59;2578.42;1025.0;146.77;103.74;35.53;29.43;18.83;15.2;17318848.5
2021-09-23;Primo dose efficace;10571.5;884.57;174.06;50.1;7.94;4.91;4.46;4.32;3.89;3.75;3109916.1
2021-09-23;Complet entre 3 mois et 6 mois - sans rappel;28257.54;3793.94;750.48;318.96;36.06;28.64;7.96;6.81;9.11;7.13;16736030.07
2021-09-24;Primo dose efficace;13299.29;878.56;172.84;50.51;5.58;4.74;3.56;2.99;3.03;2.75;3058712.47
2021-09-25;Primo dose efficace;8042.62;455.84;96.75;35.87;7.11;6.12;1.47;1.47;0.58;0.0;2984287.3
2021-09-25;Complet de moins de 3 mois - sans rappel;33210.84;3461.66;536.39;209.54;22.56;17.31;4.71;3.47;1.3;1.0;26275661.98
2021-09-25;Complet entre 3 mois et 6 mois - sans rappel;30412.66;2019.33;495.77;193.12;25.3;20.65;11.53;9.66;2.06;0.59;17614234.9
2021-09-25;Complet - avec rappel de moins de 3 mois;1181.14;41.93;7.62;0.0;0.08;0.08;0.05;0.05;0.2;0.2;594285.58
2021-09-26;Complet de moins de 3 mois - sans rappel;9752.45;1009.72;183.49;73.67;17.18;13.2;4.13;3.51;3.82;3.27;26029446.56
2021-09-26;Complet de 6 mois ou plus - sans rappel;1560.23;137.64;19.61;4.45;8.98;6.13;0.35;0.29;6.04;4.55;2132803.12
2021-09-26;Complet - avec rappel de moins de 3 mois;451.48;32.1;7.51;2.0;2.0;2.0;1.15;1.15;0.0;0.0;611139.74
2021-09-27;Non-vaccinés;67885.03;9452.16;3282.02;1378.63;122.43;79.72;34.0;25.05;21.4;14.68;17189930.38
2021-09-27;Primo dose récente;3778.39;275.86;67.43;30.76;4.07;3.47;0.44;0.4;0.0;0.0;608277.85
2021-09-27;Primo dose efficace;12549.15;1042.55;196.06;57.58;8.84;5.8;3.04;2.44;3.34;1.45;2888525.53
2021-09-27;Complet de 6 mois ou plus - sans rappel;8922.28;749.17;208.59;72.34;7.8;7.02;2.6;1.5;4.38;4.0;2136112.5
2021-09-27;Complet - avec rappel entre 3 mois et 6 mois;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.58
2021-09-28;Non-vaccinés;56899.21;8270.13;2282.92;938.71;119.76;85.31;35.94;26.46;26.96;15.49;17157835.53
2021-09-28;Complet entre 3 mois et 6 mois - sans rappel;43039.28;4808.9;853.4;368.73;43.23;30.34;6.25;2.42;12.12;8.88;18548969.11
2021-09-30;Non-vaccinés;55457.73;6683.33;2025.99;777.2;99.08;65.54;27.96;18.12;26.91;22.51;17080721.79
2021-09-30;Primo dose efficace;9439.56;756.54;121.03;45.69;5.44;3.91;1.05;0.0;2.14;1.34;2730790.53
2021-09-30;Complet de moins de 3 mois - sans rappel;36305.85;6742.91;731.41;280.77;16.4;11.5;5.02;4.69;3.04;2.24;24725080.79
2021-10-01;Non-vaccinés;68359.28;6480.26;2031.39;774.12;115.7;82.22;23.91;18.29;30.2;20.64;17046319.74
2021-10-01;Primo dose récente;3356.34;157.77;34.67;11.77;4.7;3.3;1.08;1.02;0.0;0.0;496112.44
2021-10-01;Complet de moins de 3 mois - sans rappel;41876.75;5841.25;637.74;274.04;24.72;19.7;1.48;0.3;1.81;1.19;24328363.19
2021-10-01;Complet entre 3 mois et 6 mois - sans rappel;43498.56;4262.04;791.51;330.38;37.83;30.96;7.57;4.7;7.81;6.91;19816720.78
2021-10-02;Primo dose récente;1917.29;74.05;19.19;10.52;1.52;0.69;1.09;1.05;0.14;0.0;483607.23
2021-10-02;Primo dose efficace;7126.96;352.74;66.72;20.28;5.89;3.55;1.54;0.42;5.42;4.72;2625895.68
2021-10-02;Complet de moins de 3 mois - sans rappel;29661.75;2821.95;359.41;124.55;11.84;7.11;5.52;5.25;2.85;2.5;23907741.4
2021-10-02;Complet - avec rappel de moins de 3 mois;1935.78;81.7800000000001;6.89;2.0;2.03;2.0;1.0;1.0;0.0;0.0;900929.64
2021-10-03;Non-vaccinés;8495.12;949.46;342.58;102.78;92.74;64.17;30.75;21.58;16.68;14.33;16950966.26
2021-10-03;Primo dose efficace;1849.34;90.52;24.76;3.13;9.13;6.88;3.25;1.58;2.25;2.2;2551538.86
2021-10-04;Non-vaccinés;59041.25;6787.7;2475.42;1053.73;100.58;75.13;30.06;20.95;18.27;15.68;16947187.54
2021-10-04;Complet entre 3 mois et 6 mois - sans rappel;58235.56;5404.55;1161.95;489.2;45.56;36.1;9.89;7.75;6.4;5.62;20719725.62
2021-10-04;Complet de 6 mois ou plus - sans rappel;8902.50000000001;714.02;208.64;75.11;15.9;11.56;6.64;5.71;4.91;3.71;2359546.29
2021-10-04;Complet - avec rappel entre 3 mois et 6 mois;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.42
2021-10-05;Complet de moins de 3 mois - sans rappel;36351.9;6667.45;614.51;257.78;20.32;12.78;8.0;5.03;4.18;3.11;23141300.59
2021-10-05;Complet entre 3 mois et 6 mois - sans rappel;45953.09;5241.41;933.41;414.72;53.19;43.31;10.98;8.51;6.61;5.52;21146077.56
2021-10-06;Primo dose récente;1938.22;131.7;36.99;18.7;0.1;0.1;0.23;0.0;0.2;0.2;453458.09
2021-10-06;Complet entre 3 mois et 6 mois - sans rappel;41663.57;4842.58;807.96;366.41;39.17;28.18;6.91;6.27;4.53;4.37;21535278.27
2021-10-06;Complet - avec rappel de moins de 3 mois;2625.13;148.78;18.2;5.26;1.52;1.18;0.0;0.0;0.08;0.0;1023481.56
2021-10-07;Non-vaccinés;48502.54;5411.4;1727.31;706.18;109.73;87.35;28.53;22.21;18.69;14.28;16842531.27
2021-10-07;Primo dose récente;2073.78;113.63;30.33;11.77;0.19;0.09;1.12;0.03;0.01;0.0;447199.25
2021-10-07;Complet de moins de 3 mois - sans rappel;29999.31;5279.04;575.06;243.44;15.24;9.79;2.81;1.47;0.22;0.11;22345629.26
2021-10-07;Complet entre 3 mois et 6 mois - sans rappel;34136.67;4839.66;868.53;376.76;38.34;29.12;3.55;1.66;1.34;0.68;21882826.27
2021-10-07;Complet - avec rappel entre 3 mois et 6 mois;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.89
2021-10-08;Primo dose récente;2856.83;122.62;30.96;13.67;0.21;0.09;0.04;0.04;1.0;1.0;434679.53
2021-10-08;Complet de moins de 3 mois - sans rappel;34633.55;4589.71;550.31;198.8;19.37;13.49;6.16;4.77;1.12;1.0;21957090.41
2021-10-08;Complet entre 3 mois et 6 mois - sans rappel;45148.67;4590.74;886.29;373.02;39.54;33.13;9.47;8.17;4.36;4.0;22209464.75
2021-10-08;Complet - avec rappel entre 3 mois et 6 mois;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.58
2021-10-09;Complet de 6 mois ou plus - sans rappel;5370.66;349.33;101.79;45.8;11.23;9.5;1.89;1.43;3.24;3.01;2621335.96
2021-10-09;Complet - avec rappel de moins de 3 mois;2566.22;115.7;10.85;4.4;3.44;2.43;0.14;0.08;1.15;1.0;1198916.95
2021-10-10;Non-vaccinés;8258.32;876.28;287.04;106.84;54.14;37.78;17.98;13.19;13.72;10.74;16735656.16
2021-10-10;Primo dose récente;372.78;9.01999999999999;7.61;0.55;0.26;0.1;1.15;1.15;0.0;0.0;428685.1
2021-10-10;Complet de moins de 3 mois - sans rappel;7557.46000000001;573.91;92.63;25.4;11.3;8.1;4.52;3.78;2.38;2.14;21225567.56
2021-10-10;Complet entre 3 mois et 6 mois - sans rappel;10299.12;684.2;167.93;49.89;19.2;15.08;5.74;3.85;5.07;3.12;22899449.14
2021-10-10;Complet - avec rappel de moins de 3 mois;943.97;64.02;5.84;3.25;1.25;1.0;0.1;0.06;1.19;0.0;1221576.31
2021-10-11;Primo dose récente;2388.04;116.46;44.76;15.72;0.02;0.02;0.05;0.0;0.0;0.0;427875.16
2021-10-11;Primo dose efficace;8676.22;593.54;129.58;46.34;9.02;5.96;0.27;0.26;2.97;2.64;2261015.19
2021-10-11;Complet de moins de 3 mois - sans rappel;39936.52;5726.64;728.26;323.43;15.55;11.26;6.35;3.95;1.09;0.59;21116999.68
2021-10-11;Complet - avec rappel de moins de 3 mois;5231.36;300.45;50.84;11.9;2.42;2.0;1.42;1.17;0.28;0.1;1223566.72
2021-10-11;Complet - avec rappel entre 3 mois et 6 mois;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.53
2021-10-12;Non-vaccinés;50340.73;5908.44;1944.51;793.45;95.55;72.66;25.49;20.64;19.49;11.9;16704141.11
2021-10-12;Primo dose récente;1852.87;105.84;28.53;10.95;0.15;0.1;0.09;0.04;0.0;0.0;424520.07
2021-10-12;Primo dose efficace;6693.38;547.88;103.85;41.48;8.54;5.26;0.31;0.22;2.63;2.1;2231238.32
2021-10-12;Complet de moins de 3 mois - sans rappel;32096.5;5360.01;585.96;258.85;20.98;11.97;4.73;3.67;0.6;0.26;20669819.76
2021-10-12;Complet - avec rappel entre 3 mois et 6 mois;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.53
2021-10-13;Complet de moins de 3 mois - sans rappel;30823.82;4695.98;512.59;196.15;17.58;12.71;4.25;2.44;0.6;0.39;20154084.11
2021-10-13;Complet - avec rappel de moins de 3 mois;3476.43;252.38;30.18;9.04;2.28;1.39;1.33;1.11;0.31;0.12;1341586.73
2021-10-14;Primo dose récente;3160.35;144.62;26.0;10.02;0.0;0.0;0.14;0.14;0.02;0.0;415130.62
2021-10-14;Complet entre 3 mois et 6 mois - sans rappel;40521.53;5658.92;1256.16;592.71;43.08;32.76;11.93;11.56;10.61;9.17;23825991.1
2021-10-14;Complet de 6 mois ou plus - sans rappel;6297.12000000001;780.14;198.54;85.85;19.45;16.92;1.32;1.12;5.24;3.8;2971533.11
2021-10-15;Complet - avec rappel de moins de 3 mois;3657.1;255.29;28.57;4.55;4.77;2.49;1.31;1.06;1.12;1.0;1476682.33
2021-10-15;Complet - avec rappel entre 3 mois et 6 mois;1.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.51
2021-10-16;Complet de moins de 3 mois - sans rappel;21595.1;1874.41;291.37;103.3;11.0;7.62;3.14;2.47;0.27;0.23;19073774.8
2021-10-16;Complet - avec rappel entre 3 mois et 6 mois;1.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.49
2021-10-17;Non-vaccinés;7534.93;898.49;322.52;110.98;62.53;46.93;24.43;18.52;16.13;11.0;16536317.12
2021-10-17;Primo dose récente;302.94;15.5;4.78;1.67;0.19;0.13;0.05;0.0;0.0;0.0;386261.2
2021-10-17;Primo dose efficace;1271.15;70.9;10.71;3.28;1.28;0.72;1.22;1.12;0.74;0.0;2064412.63
2021-10-17;Complet entre 3 mois et 6 mois - sans rappel;10458.96;740.16;210.3;80.32;24.42;16.92;10.13;7.15;7.17;5.0;24900253.69
2021-10-18;Primo dose efficace;6555.69;493.8;108.16;46.3;6.24;5.88;0.0;0.0;1.6;0.2;2061159.76
2021-10-19;Primo dose récente;1385.65;106.89;24.76;12.45;0.17;0.14;0.35;0.15;0.0;0.0;377265.98
2021-10-19;Complet de moins de 3 mois - sans rappel;29814.51;4781.24;549.7;262.42;14.8;8.36;6.08;3.95;0.16;0.02;18228398.37
2021-10-20;Primo dose récente;1432.56;135.29;42.64;19.6;1.47;1.4;0.22;0.14;0.04;0.04;370823.48
2021-10-20;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.45
2021-10-21;Non-vaccinés;41743.83;5914.89;1959.4;899.78;98.27;75.28;26.47;20.77;17.64;15.83;16450181.55
2021-10-21;Primo dose efficace;4519.95;545.16;92.99;35.04;4.46;3.09;0.54;0.54;1.43;1.18;1993652.67
2021-10-21;Complet de moins de 3 mois - sans rappel;24780.06;3949.22;558.16;276.49;11.6;9.27;1.19;0.64;2.33;2.22;17352342.35
2021-10-22;Non-vaccinés;45795.4;6057.97;2127.0;935.21;101.6;76.35;36.91;28.73;14.56;11.3;16426219.14
2021-10-22;Primo dose récente;1564.43;137.36;34.77;15.69;0.61;0.58;0.27;0.02;0.03;0.0;358608.54
2021-10-22;Primo dose efficace;5267.44;515.01;87.32;35.89;4.96;2.9;0.15;0.1;0.57;0.28;1969012.39
2021-10-22;Complet de moins de 3 mois - sans rappel;28532.93;3471.84;586.4;271.48;23.76;17.17;3.32;2.59;1.71;1.32;16939280.36
2021-10-23;Complet de moins de 3 mois - sans rappel;22961.38;1491.99;290.04;124.5;8.78;6.79;3.58;1.94;0.13;0.02;16509128.98
2021-10-23;Complet entre 3 mois et 6 mois - sans rappel;42500.18;3099.32;1023.09;465.97;38.82;30.62;14.2;12.23;5.94;5.38;26523024.59
2021-10-25;Non-vaccinés;41623.02;5170.19;2463.6;1189.67;99.48;74.34;37.55;30.98;13.96;11.58;16363395.16
2021-10-25;Primo dose récente;1446.87;85.67;38.57;16.51;1.24;1.24;0.43;0.38;0.0;0.0;340736.35
2021-10-25;Complet - avec rappel de moins de 3 mois;7186.30999999999;483.65;68.22;16.68;2.7;1.51;2.24;2.06;2.32;1.25;2029198.75
2021-10-25;Complet - avec rappel entre 3 mois et 6 mois;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.16
2021-10-26;Primo dose efficace;5005.91;480.07;90.38;37.49;4.98;2.48;2.27;2.16;1.54;1.25;1906568.14
2021-10-26;Complet de 6 mois ou plus - sans rappel;11172.9;1335.07;449.75;217.77;34.78;29.91;6.95;5.37;4.77;4.27;3985876.38
2021-10-27;Primo dose récente;1125.89;93.41;28.71;8.90999999999999;0.45;0.38;1.32;1.27;0.03;0.0;330493.77
2021-10-27;Primo dose efficace;4529.56;428.27;90.9;42.03;8.41;6.0;0.13;0.09;0.84;0.26;1892174.46
2021-10-27;Complet de 6 mois ou plus - sans rappel;10333.65;1237.95;412.11;210.41;33.94;29.28;5.1;4.76;8.96;6.6;4109529.07
2021-10-27;Complet - avec rappel entre 3 mois et 6 mois;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.12
2021-10-28;Primo dose efficace;4044.0;403.34;87.45;34.26;6.3;3.97;1.19;1.04;0.32;0.32;1874559.16
2021-10-29;Primo dose récente;1218.06;137.34;44.19;27.63;1.57;1.32;0.29;0.25;0.03;0.03;315690.71
2021-10-29;Complet entre 3 mois et 6 mois - sans rappel;51454.75;7124.54;2212.52;1069.07;76.85;61.29;23.14;19.69;6.12;5.82;27478013.33
2021-10-30;Non-vaccinés;24580.98;2900.95;1506.99;638.75;88.41;55.54;34.68;24.96;14.11;10.0;16238229.72
2021-10-30;Primo dose efficace;3690.26;264.45;77.36;32.6;8.7;5.38;1.15;1.04;1.37;0.68;1835692.66
2021-10-30;Complet de moins de 3 mois - sans rappel;18564.31;1356.8;407.5;146.13;20.07;14.01;3.25;1.87;0.55;0.22;14526807.87
2021-10-30;Complet entre 3 mois et 6 mois - sans rappel;44241.81;3686.22;1433.23;646.24;50.99;35.28;12.48;8.58;4.61;3.64;27638265.09
2021-10-30;Complet - avec rappel entre 3 mois et 6 mois;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.36
2021-10-31;Non-vaccinés;7829.14;945.75;391.2;142.42;62.59;48.99;25.93;16.07;6.4;4.0;16219558.18
2021-10-31;Primo dose récente;267.27;7.48;6.22;2.04;0.05;0.05;0.7;0.63;0.0;0.0;294323.57
2021-10-31;Complet de moins de 3 mois - sans rappel;6700.01;355.96;129.59;51.95;13.63;11.18;3.07;1.34;1.18;1.0;14342119.43
2021-10-31;Complet de 6 mois ou plus - sans rappel;3264.5;272.91;91.5300000000001;34.93;32.48;26.44;7.26;5.99;8.28;6.0;4466720.0
2021-10-31;Complet - avec rappel entre 3 mois et 6 mois;1.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.36
2021-11-01;Primo dose efficace;1625.53;72.36;30.61;7.58;4.79;3.68;5.72;4.64;0.05;0.02;1818775.97
2021-11-01;Complet de 6 mois ou plus - sans rappel;4168.6;337.1;135.5;47.37;25.11;20.63;7.75;7.23;5.72;5.33;4504855.0
2021-11-02;Complet de moins de 3 mois - sans rappel;26831.58;3070.16;1003.21;511.56;31.18;26.67;3.2;2.85;0.31;0.0;14037719.73
2021-11-02;Complet - avec rappel entre 3 mois et 6 mois;2.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.46
2021-11-03;Non-vaccinés;30213.64;5220.56;2872.61;1412.13;128.79;91.95;33.63;25.97;13.22;11.4;16189413.3
2021-11-03;Primo dose récente;886.96;92.54;42.43;25.03;0.41;0.26;0.15;0.15;1.0;1.0;272585.04
2021-11-03;Primo dose efficace;4306.71;461.15;110.41;52.02;5.24;4.01;3.25;2.42;3.48;2.44;1797162.83
2021-11-04;Non-vaccinés;27135.47;5185.35;2644.0;1297.53;122.17;91.22;35.81;28.86;16.41;12.65;16161802.91
2021-11-05;Non-vaccinés;32317.35;5440.73;3122.19;1434.31;112.48;83.09;38.18;32.88;7.41;6.74;16140110.98
2021-11-05;Primo dose efficace;4702.28;458.56;139.57;65.56;8.5;5.72;1.07;1.04;0.19;0.17;1772691.94
2021-11-06;Non-vaccinés;24227.36;2963.83;1890.3;826.02;90.42;57.64;30.57;23.6;8.46;7.13;16109897.0
2021-11-06;Primo dose efficace;3652.09;261.13;77.53;33.81;6.25;5.07;1.32;1.27;2.2;1.2;1757935.68
2021-11-06;Complet de moins de 3 mois - sans rappel;16555.3;1465.15;514.25;221.83;14.79;11.43;4.81;4.65;1.26;1.26;13037238.39
2021-11-06;Complet - avec rappel de moins de 3 mois;7009.39;355.84;62.06;20.72;2.12;0.97;1.29;1.23;0.24;0.2;3038969.15
2021-11-06;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
